PROFILE   1 (  1)  column H2O  40.726 kg/m**2  column O3 276.354 DU            
 33   3.51   656.43 268.19 4.03E-03 3.60E-04 4.18E-08 3.20E-07 1.33E-07 1.70E-06 2.09E-01 7.81E-01
 34   2.98   702.73 271.10 4.86E-03 3.60E-04 3.87E-08 3.20E-07 1.35E-07 1.70E-06 2.09E-01 7.81E-01
 35   2.47   749.12 273.85 5.78E-03 3.60E-04 3.60E-08 3.20E-07 1.38E-07 1.70E-06 2.09E-01 7.81E-01
 36   1.99   795.09 276.45 6.67E-03 3.60E-04 3.37E-08 3.20E-07 1.40E-07 1.70E-06 2.09E-01 7.81E-01
 37   1.55   839.95 278.86 7.61E-03 3.60E-04 3.16E-08 3.20E-07 1.42E-07 1.70E-06 2.09E-01 7.81E-01
 38   1.14   882.80 281.08 8.55E-03 3.60E-04 2.96E-08 3.20E-07 1.44E-07 1.70E-06 2.09E-01 7.81E-01
 39   0.78   922.46 283.06 9.48E-03 3.60E-04 2.78E-08 3.20E-07 1.46E-07 1.70E-06 2.09E-01 7.81E-01
 40   0.47   957.44 284.75 1.04E-02 3.60E-04 2.63E-08 3.20E-07 1.48E-07 1.70E-06 2.09E-01 7.81E-01
 41   0.23   985.88 286.09 1.12E-02 3.60E-04 2.51E-08 3.20E-07 1.49E-07 1.70E-06 2.09E-01 7.81E-01
 42   0.07  1005.43 286.99 1.18E-02 3.60E-04 2.43E-08 3.20E-07 1.50E-07 1.70E-06 2.09E-01 7.81E-01
 43   0.00  1013.25 287.35 1.20E-02 3.60E-04 2.40E-08 3.20E-07 1.50E-07 1.70E-06 2.09E-01 7.81E-01
PROFILE   5 (  5)  column H2O   4.071 kg/m**2  column O3 371.234 DU            
Lvl    Alt Pressure   Temp      H2O      CO2       O3        N2O         CO         CH4        O2           N2 
  1  62.89     0.10 249.27 4.17E-06 3.60E-04 7.42E-07 1.68E-09 1.59E-07 1.50E-07 2.09E-01 7.81E-01
  2  55.12     0.29 258.07 4.81E-06 3.60E-04 1.57E-06 2.99E-09 6.99E-08 1.66E-07 2.09E-01 7.81E-01
  3  48.57     0.69 255.55 4.98E-06 3.60E-04 2.82E-06 7.23E-09 4.09E-08 2.49E-07 2.09E-01 7.81E-01
  4  43.17     1.42 242.61 5.00E-06 3.60E-04 4.79E-06 2.37E-08 2.95E-08 4.31E-07 2.09E-01 7.81E-01
  5  38.84     2.61 232.12 5.00E-06 3.60E-04 6.04E-06 5.35E-08 2.38E-08 6.03E-07 2.09E-01 7.81E-01
  6  35.29     4.41 223.44 5.00E-06 3.60E-04 6.20E-06 8.77E-08 2.05E-08 7.31E-07 2.09E-01 7.81E-01
  7  32.31     6.95 218.49 5.00E-06 3.60E-04 5.89E-06 1.17E-07 1.85E-08 8.31E-07 2.09E-01 7.81E-01
